Visual features error
0	0.302633	0	0	-0.111494	0	0	0.152847	0	0	0.0459007	0	0	-0.00149741	0	0	-0.0970283	0	0	0.143225	0	0	-0.246263	0	
1	0.29778	0	1	-0.109708	0	1	0.150403	0	1	0.0452064	0	1	-0.00148423	0	1	-0.0954798	0	1	0.141007	0	1	-0.242287	0	
2	0.293002	0	2	-0.107951	0	2	0.147998	0	2	0.0445239	0	2	-0.00147013	0	2	-0.0939559	0	2	0.138822	0	2	-0.238373	0	
3	0.288299	0	3	-0.106222	0	3	0.14563	0	3	0.0438526	0	3	-0.00145521	0	3	-0.0924563	0	3	0.136669	0	3	-0.234522	0	
4	0.283669	0	4	-0.104521	0	4	0.143298	0	4	0.0431925	0	4	-0.00143957	0	4	-0.0909805	0	4	0.134549	0	4	-0.230731	0	
5	0.27911	0	5	-0.102846	0	5	0.141003	0	5	0.0425432	0	5	-0.00142329	0	5	-0.0895281	0	5	0.132459	0	5	-0.227001	0	
6	0.274623	0	6	-0.101198	0	6	0.138743	0	6	0.0419043	0	6	-0.00140645	0	6	-0.0880987	0	6	0.1304	0	6	-0.223329	0	
7	0.270204	0	7	-0.0995766	0	7	0.136518	0	7	0.0412757	0	7	-0.00138912	0	7	-0.0866919	0	7	0.128372	0	7	-0.219716	0	
8	0.265854	0	8	-0.0979806	0	8	0.134328	0	8	0.0406571	0	8	-0.00137136	0	8	-0.0853072	0	8	0.126372	0	8	-0.216159	0	
9	0.26157	0	9	-0.0964097	0	9	0.132171	0	9	0.0400482	0	9	-0.00135322	0	9	-0.0839443	0	9	0.124402	0	9	-0.212658	0	
10	0.257352	0	10	-0.0948636	0	10	0.130048	0	10	0.0394488	0	10	-0.00133477	0	10	-0.0826028	0	10	0.122461	0	10	-0.209212	0	
11	0.253199	0	11	-0.0933416	0	11	0.127957	0	11	0.0388586	0	11	-0.00131604	0	11	-0.0812821	0	11	0.120547	0	11	-0.205819	0	
12	0.249109	0	12	-0.0918434	0	12	0.125897	0	12	0.0382775	0	12	-0.00129708	0	12	-0.0799819	0	12	0.118661	0	12	-0.202479	0	
13	0.24508	0	13	-0.0903684	0	13	0.123869	0	13	0.0377051	0	13	-0.00127792	0	13	-0.0787018	0	13	0.116802	0	13	-0.199191	0	
14	0.241112	0	14	-0.088916	0	14	0.121872	0	14	0.0371412	0	14	-0.0012586	0	14	-0.0774414	0	14	0.114969	0	14	-0.195954	0	
15	0.237204	0	15	-0.0874859	0	15	0.119904	0	15	0.0365857	0	15	-0.00123914	0	15	-0.0762001	0	15	0.113162	0	15	-0.192766	0	
16	0.233353	0	16	-0.0860775	0	16	0.117966	0	16	0.0360382	0	16	-0.00121957	0	16	-0.0749777	0	16	0.11138	0	16	-0.189626	0	
17	0.229559	0	17	-0.0846902	0	17	0.116056	0	17	0.0354986	0	17	-0.0011999	0	17	-0.0737735	0	17	0.109622	0	17	-0.186534	0	
18	0.225821	0	18	-0.0833236	0	18	0.114174	0	18	0.0349667	0	18	-0.00118016	0	18	-0.0725872	0	18	0.107889	0	18	-0.183487	0	
19	0.222136	0	19	-0.081977	0	19	0.11232	0	19	0.0344422	0	19	-0.00116037	0	19	-0.0714184	0	19	0.106179	0	19	-0.180486	0	
20	0.218504	0	20	-0.08065	0	20	0.110492	0	20	0.0339248	0	20	-0.00114052	0	20	-0.0702664	0	20	0.104492	0	20	-0.177528	0	
21	0.214923	0	21	-0.0793419	0	21	0.108689	0	21	0.0334145	0	21	-0.00112065	0	21	-0.069131	0	21	0.102827	0	21	-0.174613	0	
22	0.211391	0	22	-0.0780522	0	22	0.106912	0	22	0.0329108	0	22	-0.00110075	0	22	-0.0680115	0	22	0.101184	0	22	-0.171739	0	
23	0.207908	0	23	-0.0767803	0	23	0.105159	0	23	0.0324136	0	23	-0.00108083	0	23	-0.0669075	0	23	0.0995614	0	23	-0.168905	0	
24	0.204471	0	24	-0.0755256	0	24	0.103429	0	24	0.0319227	0	24	-0.00106091	0	24	-0.0658184	0	24	0.0979592	0	24	-0.166109	0	
25	0.201079	0	25	-0.0742875	0	25	0.101722	0	25	0.0314378	0	25	-0.00104098	0	25	-0.0647438	0	25	0.0963765	0	25	-0.163351	0	
26	0.19773	0	26	-0.0730653	0	26	0.100037	0	26	0.0309587	0	26	-0.00102104	0	26	-0.0636831	0	26	0.0948126	0	26	-0.160629	0	
27	0.194423	0	27	-0.0718585	0	27	0.0983723	0	27	0.0304851	0	27	-0.0010011	0	27	-0.0626358	0	27	0.0932668	0	27	-0.157942	0	
28	0.191156	0	28	-0.0706662	0	28	0.0967281	0	28	0.0300167	0	28	-0.00098117	0	28	-0.0616013	0	28	0.0917382	0	28	-0.155288	0	
29	0.187927	0	29	-0.069488	0	29	0.0951032	0	29	0.0295534	0	29	-0.000961236	0	29	-0.060579	0	29	0.0902262	0	29	-0.152665	0	
30	0.184735	0	30	-0.0683229	0	30	0.0934965	0	30	0.0290947	0	30	-0.000941302	0	30	-0.0595683	0	30	0.0887299	0	30	-0.150072	0	
31	0.181577	0	31	-0.0671705	0	31	0.0919072	0	31	0.0286405	0	31	-0.000921367	0	31	-0.0585686	0	31	0.0872484	0	31	-0.147509	0	
32	0.178451	0	32	-0.0660298	0	32	0.0903343	0	32	0.0281904	0	32	-0.000901429	0	32	-0.0575793	0	32	0.0857809	0	32	-0.144972	0	
33	0.175356	0	33	-0.0649002	0	33	0.0887768	0	33	0.0277442	0	33	-0.000881485	0	33	-0.0565998	0	33	0.0843264	0	33	-0.14246	0	
34	0.17229	0	34	-0.0637809	0	34	0.0872336	0	34	0.0273016	0	34	-0.000861532	0	34	-0.0556294	0	34	0.0828842	0	34	-0.139973	0	
35	0.16925	0	35	-0.0626711	0	35	0.0857037	0	35	0.0268622	0	35	-0.000841567	0	35	-0.0546675	0	35	0.0814531	0	35	-0.137507	0	
36	0.166234	0	36	-0.06157	0	36	0.0841861	0	36	0.0264257	0	36	-0.000821584	0	36	-0.0537132	0	36	0.0800322	0	36	-0.135061	0	
37	0.16324	0	37	-0.0604767	0	37	0.0826795	0	37	0.0259918	0	37	-0.00080158	0	37	-0.052766	0	37	0.0786206	0	37	-0.132634	0	
38	0.160267	0	38	-0.0593904	0	38	0.0811829	0	38	0.0255602	0	38	-0.00078155	0	38	-0.0518251	0	38	0.0772171	0	38	-0.130224	0	
39	0.157311	0	39	-0.0583103	0	39	0.0796951	0	39	0.0251304	0	39	-0.000761488	0	39	-0.0508897	0	39	0.0758207	0	39	-0.127828	0	
40	0.15437	0	40	-0.0572354	0	40	0.0782149	0	40	0.0247022	0	40	-0.000741389	0	40	-0.049959	0	40	0.0744302	0	40	-0.125444	0	
41	0.151442	0	41	-0.0561648	0	41	0.076741	0	41	0.0242752	0	41	-0.000721249	0	41	-0.0490324	0	41	0.0730446	0	41	-0.123072	0	
42	0.148524	0	42	-0.0550975	0	42	0.0752721	0	42	0.0238489	0	42	-0.000701061	0	42	-0.0481089	0	42	0.0716626	0	42	-0.120708	0	
43	0.145614	0	43	-0.0540326	0	43	0.073807	0	43	0.023423	0	43	-0.000680821	0	43	-0.0471878	0	43	0.070283	0	43	-0.11835	0	
44	0.142709	0	44	-0.0529691	0	44	0.0723444	0	44	0.022997	0	44	-0.000660524	0	44	-0.0462681	0	44	0.0689046	0	44	-0.115997	0	
45	0.139806	0	45	-0.0519059	0	45	0.0708827	0	45	0.0225706	0	45	-0.000640165	0	45	-0.045349	0	45	0.067526	0	45	-0.113646	0	
46	0.136903	0	46	-0.050842	0	46	0.0694207	0	46	0.0221432	0	46	-0.00061974	0	46	-0.0444296	0	46	0.066146	0	46	-0.111295	0	
47	0.133996	0	47	-0.0497763	0	47	0.0679568	0	47	0.0217145	0	47	-0.000599248	0	47	-0.0435089	0	47	0.0647632	0	47	-0.108942	0	
48	0.131083	0	48	-0.0487077	0	48	0.0664896	0	48	0.0212839	0	48	-0.000578686	0	48	-0.042586	0	48	0.0633761	0	48	-0.106583	0	
49	0.128161	0	49	-0.047635	0	49	0.0650175	0	49	0.0208509	0	49	-0.000558054	0	49	-0.04166	0	49	0.0619833	0	49	-0.104217	0	
50	0.125226	0	50	-0.0465571	0	50	0.063539	0	50	0.0204151	0	50	-0.000537353	0	50	-0.0407297	0	50	0.0605834	0	50	-0.101842	0	
51	0.122276	0	51	-0.0454727	0	51	0.0620525	0	51	0.0199759	0	51	-0.000516587	0	51	-0.0397943	0	51	0.0591748	0	51	-0.0994534	0	
52	0.119307	0	52	-0.0443808	0	52	0.0605563	0	52	0.0195329	0	52	-0.000495763	0	52	-0.0388525	0	52	0.057756	0	52	-0.0970503	0	
53	0.116317	0	53	-0.04328	0	53	0.0590489	0	53	0.0190853	0	53	-0.00047489	0	53	-0.0379035	0	53	0.0563254	0	53	-0.0946296	0	
54	0.113302	0	54	-0.0421691	0	54	0.0575286	0	54	0.0186327	0	54	-0.000453982	0	54	-0.0369461	0	54	0.0548815	0	54	-0.0921887	0	
55	0.110258	0	55	-0.0410469	0	55	0.0559938	0	55	0.0181745	0	55	-0.000433057	0	55	-0.0359793	0	55	0.0534227	0	55	-0.0897249	0	
56	0.107183	0	56	-0.0399122	0	56	0.0544427	0	56	0.0177101	0	56	-0.000412137	0	56	-0.0350019	0	56	0.0519475	0	56	-0.0872358	0	
57	0.104074	0	57	-0.0387637	0	57	0.0528739	0	57	0.017239	0	57	-0.000391253	0	57	-0.0340129	0	57	0.0504543	0	57	-0.0847186	0	
58	0.100927	0	58	-0.0376004	0	58	0.0512858	0	58	0.0167605	0	58	-0.00037044	0	58	-0.0330113	0	58	0.0489416	0	58	-0.082171	0	
59	0.0977407	0	59	-0.036421	0	59	0.049677	0	59	0.0162741	0	59	-0.000349743	0	59	-0.0319962	0	59	0.0474081	0	59	-0.0795907	0	
